ARCH528-201701,ARCH528,ARCH,528,201701,W2017,3,A-,3.7,1,003
ARTH200-201705,ARTH200,ARTH,200,201705,S2017,3,A-,3.7,1,001
ARTH200-201801,ARTH200,ARTH,200,201801,W2018,3,B,3.0,1,001
ARTH200-201805,ARTH200,ARTH,200,201805,S2018,3,B+,3.3,1,001
ARTH202-201701,ARTH202,ARTH,202,201701,W2017,3,A-,3.7,1,001
ARTH202-201801,ARTH202,ARTH,202,201801,W2018,3,A-,3.7,1,001
ARTH204-201609,ARTH204,ARTH,204,201609,F2016,3,B+,3.3,1,001
ARTH205-201501,ARTH205,ARTH,205,201501,W2015,3,B+,3.3,1,001
ARTH205-201509,ARTH205,ARTH,205,201509,F2015,3,B+,3.3,1,001
ARTH205-201609,ARTH205,ARTH,205,201609,F2016,3,B+,3.3,1,001
ARTH205-201809,ARTH205,ARTH,205,201809,F2018,3,B+,3.3,1,001
ARTH207-201509,ARTH207,ARTH,207,201509,F2015,3,B+,3.3,1,001
ARTH207-201609,ARTH207,ARTH,207,201609,F2016,3,A-,3.7,1,001
ARTH207-201709,ARTH207,ARTH,207,201709,F2017,3,B+,3.3,1,001
ARTH207-201801,ARTH207,ARTH,207,201801,W2018,3,B+,3.3,1,001
ARTH207-201809,ARTH207,ARTH,207,201809,F2018,3,B+,3.3,1,001
ARTH209-201601,ARTH209,ARTH,209,201601,W2016,3,B+,3.3,1,001
ARTH215-201601,ARTH215,ARTH,215,201601,W2016,3,B,3.0,1,001
ARTH215-201609,ARTH215,ARTH,215,201609,F2016,3,B-,2.7,1,001
ARTH226-201409,ARTH226,ARTH,226,201409,F2014,3,A-,3.7,1,001
ARTH226-201709,ARTH226,ARTH,226,201709,F2017,3,B+,3.3,1,001
ARTH226-201809,ARTH226,ARTH,226,201809,F2018,3,B+,3.3,1,001
ARTH305-201601,ARTH305,ARTH,305,201601,W2016,3,B+,3.3,1,001
ARTH305-201701,ARTH305,ARTH,305,201701,W2017,3,B+,3.3,1,001
ARTH315-201609,ARTH315,ARTH,315,201609,F2016,3,B+,3.3,1,001
ARTH321-201701,ARTH321,ARTH,321,201701,W2017,3,B+,3.3,1,001
ARTH321-201709,ARTH321,ARTH,321,201709,F2017,3,B+,3.3,1,001
ARTH321-201809,ARTH321,ARTH,321,201809,F2018,3,B+,3.3,1,001
ARTH323-201709,ARTH323,ARTH,323,201709,F2017,3,A-,3.7,1,001
ARTH337-201601,ARTH337,ARTH,337,201601,W2016,3,A-,3.7,1,001
ARTH338-201609,ARTH338,ARTH,338,201609,F2016,3,B+,3.3,1,001
ARTH338-201709,ARTH338,ARTH,338,201709,F2017,3,B+,3.3,1,001
ARTH353-201701,ARTH353,ARTH,353,201701,W2017,3,B+,3.3,1,001
